index,cafe_name,city,province,phone_number,cost,work_start,work_end,cafe_address,hookah,internet,delivery,smoking,open_space,live_music,parking,pos,food_quality,service,cost_value,environment,follower,lat,lon
644, تلما ,tehran,میدان فردوسی,02109300655674,2,10:00:00,22:00:00,میدان فردوسی، خیابان ایرانشهر، روبروی اداره پست، پلاک۱۶,False,False,False,False,False,False,False,True,0,0,0,0,0,35.70220043318136,51.42018377780914
645, سیتکا ,tehran,خیابان ولیعصر,02188910770,2,11:00:00,11:30:00,خیابان ولیعصر، بالاتر از میدان ولیعصر، نبش خیابان فرخی، پلاک ۱۷۶۷,False,True,True,False,False,False,False,True,3,3,4,2,0,35.71394421760225,51.40781398043271
646, 703 ,tehran,مرزداران,02144374249,2,12:00:00,23:00:00,مرزداران،خیابان ابراهیمی،برج الوند،واحد 703,True,True,False,True,True,False,False,True,4,4,4,4,0,35.73399375334298,51.34526941206923
647, الک دولک ,tehran,بلوار اندرزگو شرق به غرب,02122242183,2,16:00:00,23:00:00,بلوار اندرزگو شرق به غرب،نرسیده به بلوار کاوه،بن بست تابان پلاک 3,False,False,False,False,False,False,False,True,0,0,0,0,0,35.79654686590351,51.44347473978996
648, ویونا (اوپال سنتر) ,tehran,خیابان فرحزادی,02122110961,2,09:00:00,23:00:00,خیابان فرحزادی، میدان کتاب، مرکز تجاری اوپال سنتر،طبقه 3,False,True,False,False,False,False,True,True,3,3,5,4,0,35.77696168126874,51.35160372243058
649, اوژن ,tehran,عباس آباد (بهشتی ),02188732633,2,07:30:00,23:00:00,عباس آباد (بهشتی )،بعد از مترو سهروردی،جنب خیابان یوسفی پلاک ۱۷۹,False,True,True,False,False,False,False,True,0,0,0,0,0,35.73120713660788,51.43555954098701
650, برد ,tehran,خیابان مطهری. نرسیده به سهروردی. پلاک ۱۲۰. طبقه زیر همکف,02188867924,2,16:30:00,23:00:00,خیابان مطهری. نرسیده به سهروردی. پلاک ۱۲۰. طبقه زیر همکف,False,False,False,True,False,False,False,True,3,3,3,3,0,35.72426116722216,51.43373161554336
651, شمرون (اکباتان) ,tehran,شهرک اکباتان,02144642490,2,09:00:00,23:00:00,شهرک اکباتان،مگامال،طبقه همکف,False,False,False,False,False,False,True,True,4,4,4,4,0,35.7047586,51.3090136
652, آمانته ,tehran,ولنجک,02122431318,2,09:00:00,00:00:00,ولنجک،بلوار دانشجو،پایین تر از میدان یاسمن،پلاک12,False,True,False,False,False,False,False,True,0,0,0,0,0,35.80386394845173,51.39678686857223
653, فانتینو ,tehran,قیطریه,02122215541,2,08:00:00,00:00:00,قیطریه، بلوار اندرزگو، خیابان اشکستان پورجنوبی،پلاک ۸,False,False,True,False,False,False,False,True,0,0,0,0,0,35.79787937129087,51.44857496023178
654, بیلیون ,tehran,اشرفی اصفهانی,02144489670,2,11:00:00,00:00:00,اشرفی اصفهانی، بالاتر از میدان پونک، نبش بن بست ۱۹، جنب بانک سامان,True,True,False,True,False,False,False,True,4,4,4,4,0,35.76475264532637,51.33712917566299
655, تراس پارک ,tehran,سعادت آباد,02188687710,2,11:30:00,00:00:00,سعادت آباد، خیابان ۳۱ ام، پلاک ۴۷,False,False,False,True,True,False,False,True,5,5,4,4,0,35.77218853800055,51.3750147074461
656, دیدار ,tehran,بزرگراه شهید همت,02122877151,2,11:00:00,00:00:00,بزرگراه شهید همت، ابتدای پاسداران، کوچه کاشی‌ها ،پلاک ۲، طبقه اول,True,False,False,True,False,False,False,True,4,4,4,5,0,35.75544938072375,51.45384523377015
657, تاک ,tehran,پیروزی,02136303030,2,11:00:00,00:00:00,پیروزی، نبرد جنوبی، خیابان ده حقی، روبروی دانشگاه آزاد,False,True,False,True,True,False,False,True,4,4,5,3,0,35.65817669810283,51.47368311882019
658, ب کافه ,tehran,محمودیه,02122666970,2,08:30:00,00:00:00,محمودیه، خیابان ب، نرسیده به بزرگراه چمران,True,False,False,True,True,False,False,True,0,0,0,0,0,35.79233110677434,51.41005240380764
659, ویونا (پلاتین) ,tehran,میدان صنعت,02186090827,2,08:30:00,23:00:00,میدان صنعت، خیابان فرحزادی، ابتدای خیابان سیمای ایران، مجموعه پلاتین,False,False,False,False,False,False,True,True,3,3,4,3,0,35.75266388945503,51.36490938410918
660, ایستگاه (لاله) ,tehran,خیابان کارگر شمالی,02188974098,2,09:00:00,23:30:00,خیابان کارگر شمالی، بازارچه سنتی لاله، پلاک ۱۳۹,False,False,False,True,True,False,False,True,4,4,3,4,0,35.71266287923135,51.39008402824402
661, دییر ,tehran,شهرک غرب,02109305623232,2,10:30:00,22:30:00,شهرک غرب،خیابان ایران زمین،پاساژ گلستان،حیاط شرقی،واحد22,False,False,True,False,False,False,True,True,0,0,0,0,0,35.75332024363511,51.37474447488785
662, قهوه سنتو ,tehran,خیابان ناصرخسرو,02109010770548,2,08:00:00,22:00:00,خیابان ناصرخسرو، روبروی شمس العماره، پلاک 149,False,False,False,False,False,False,False,True,5,3,4,4,0,35.67991463163435,51.42257630825043
663, علی کافه ,tehran,میدان هفت حوض,02177249604,2,09:00:00,23:30:00,میدان هفت حوض، خیابان کمیجانی، جنب مهرانپور,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73164260040371,51.49242103099823
664, البا ,tehran,بلوار آیت الله کاشانی,02144059609,2,08:00:00,00:00:00,بلوار آیت الله کاشانی، بلوار اباذر، نبش مهتاب پنجم,True,False,True,True,False,False,False,True,1,1,4,1,0,35.73287277276288,51.32659211754799
665, کاوا ,tehran,خیابان آیت الله کاشانی,0219123949004,2,09:00:00,23:00:00,خیابان آیت الله کاشانی، خیابان ۲۰۰ دستگاه، کوچه یکم پلاک ۱۲,False,False,False,False,False,False,False,True,0,0,0,0,0,35.74149650946868,51.30021929740906
666, شین ,tehran,خیابان جمهوری,02166706263,2,10:00:00,21:30:00,خیابان جمهوری، نرسیده به پل حافظ ،ابتدای کوچه لاله ،پلاک ۱۰,False,False,False,True,False,False,False,True,4,4,4,4,0,35.6950161330133,51.40988945960998
667, دوناتو (آ.اس.پ) ,tehran,مجتمع آ.اس.پ,02188058767,2,10:00:00,22:00:00,مجتمع آ.اس.پ ، پلاک ۲۷A,False,False,False,False,False,False,False,True,4,4,5,4,0,35.74504718840275,51.40002831816673
668, ژوزک (پاسداران) ,tehran,پاسداران,02122093205,2,08:00:00,00:00:00,پاسداران، تقاطع داود اسلامی و گلستان پنجم، پلاک 60,False,True,True,False,False,False,False,True,3,4,3,3,0,35.77059608476838,51.46713450551033
669, ژوزک (سهروردی) ,tehran,سهروردی شمالی,02122093205,2,08:00:00,00:00:00,سهروردی شمالی، خیابان آپادانا (خرمشهر)، پلاک 125,False,True,True,False,False,False,False,True,0,0,0,0,0,35.73560521152621,51.43191039562225
670, ژوزک (تهرانپارس) ,tehran,تهرانپارس,02122093205,2,08:00:00,00:00:00,تهرانپارس، خیابان 142 غربی، بین خیابان رشید و 113، پلاک 108,False,True,True,False,False,False,False,True,0,0,0,0,0,35.72703091790431,51.51854038238525
671, ژوزک (ولنجک) ,tehran,ولنجک,02122093205,2,08:00:00,00:00:00,ولنجک، بلوار دانشجو، پشت پارک گلریزان، روبروی مرکز خرید ولنجک,False,True,True,False,False,False,False,True,0,0,0,0,0,35.80678296225955,51.39291914186981
672, آبمیوه پلاس (دادمان) ,tehran,شهرک غرب,02188376368,2,11:00:00,00:00:00,شهرک غرب، بلواردادمان، نرسیده به پل یادگار،پلاک134,False,False,False,False,False,False,False,True,4,4,3,4,0,35.76378196166633,51.34904623031616
673, نانبرسان ,tehran,خیابان وحدت اسلامی,021,2,09:00:00,00:00:00,خیابان وحدت اسلامی ، روبروی پارک شهر ، خیابان اسدی منش ، پلاک۴,False,False,True,False,False,False,False,True,4,5,4,4,0,35.68170116720479,51.40897750854492
674, نصف جهان (انقلاب) ,tehran,خیابان انقلاب,02188845041,2,08:00:00,00:00:00,خیابان انقلاب ، نرسیده به میدان فردوسی ، جنب سینما فردوسی ، خیابان رامسر ، پلاک ۶,False,True,True,False,False,False,False,True,0,0,0,0,0,35.70206920148527,51.42289951443672
675, چارلی (صادقیه) ,tehran,اریاشهر,02144269171,2,11:00:00,23:00:00,اریاشهر ، سازمان آب شرقی ، بالای فست فود دو لوپی,True,True,False,True,False,False,False,True,2,1,2,1,0,35.72413487126332,51.33977182209492
676, مون (دربند) ,tehran,خیابان دربند,02122755843,2,08:00:00,00:00:00,خیابان دربند، خیابان تاجیک، خیابان گلابدره2 ، پلاک 39,True,True,False,False,False,False,False,True,1,1,1,1,0,35.81714595941925,51.43184103455576
677, شارونا ,tehran,سهروردى شمالى,02188533412,2,11:00:00,23:30:00,سهروردى شمالى،ميدان پاليزى،قندى غربى،نبش كوچه دوم،پلاك ٢١,True,False,True,True,False,False,False,True,0,0,0,0,0,35.73898198439929,51.44355654716492
678, بستنی میو (جم سنتر) ,tehran,نیاوران,02126450892,1,12:00:00,23:00:00,نیاوران،خیابان جماران،جم سنتر،طبقه همکف,False,False,False,False,False,False,True,True,5,4,1,3,0,35.81467246186133,51.45966924726963
679, کافه چهار و چهار دقیقه ,tehran,پونک,02144487350,2,09:00:00,00:00:00,پونک ، خیابان میرزا بابائی ، نرسیده به چهارراه سردار جنگل,True,True,False,True,False,False,False,True,4,3,4,3,0,35.76204514834159,51.32713794708252
680, غولی ,tehran,خیابان انقلاب,02188809344,1,12:00:00,22:00:00,خیابان انقلاب ، بین خیابان استاد نجات‌الهی(ویلا) و حافظ، کوچه پورموسی، پلاک۳,False,False,False,False,False,False,False,True,3,2,2,3,0,35.70178713428705,51.41446597874164
681, کافه جز ,tehran,خيابان فلسطين,02166175064,2,08:00:00,00:00:00,خيابان فلسطين ، خيابان بزرگمهر ، نبش كوچه حكمت ، پلاك ٤٢,False,False,False,True,False,False,False,True,4,3,4,4,0,35.70364614566025,51.40192732214928
682, ژ 1 ,tehran,سعادت آباد,02186128640,3,08:00:00,23:00:00,سعادت آباد ، ابتداي بلوار دريا ، نرسيده به خيابان صرافها جنوبی ، پلاك ۷۵,False,False,False,True,False,False,False,True,3,3,3,3,0,35.77122066537487,51.37694120407104
683, لو پارک ,tehran,یوسف آباد,02109011010728,2,08:00:00,00:00:00,یوسف آباد، خیابان ۱۹ ، داخل پارک شفق,False,True,False,False,False,False,False,True,0,0,0,0,0,35.72940864590859,51.40849471092224
684, پرشین (سعادت آباد) ,tehran,سعادت آباد,02122091736,2,12:00:00,00:00:00,سعادت آباد، چهارراه سرو، سرو غربی، نبش کوچه آریا,False,False,True,False,False,False,False,True,0,0,0,0,0,35.7785349635411,51.36031655768886
685, گلدون ,tehran,انقلاب,02166496161,2,09:00:00,23:00:00,انقلاب،خيابان قدس،خيابان بزرگمهر،پلاك ١١٠,False,True,False,True,False,False,False,True,5,4,4,4,0,35.70251789319603,51.39806896448135
686, پاتوق (حسینیه ارشاد) ,tehran,خیابان شریعتی,02122251343,1,12:00:00,00:00:00,خیابان شریعتی ، پایین تر از حسینه ارشاد ، نبش کوچه کامیار,False,False,True,False,False,False,False,True,0,0,0,0,0,35.75523550755732,51.44817524376708
687, پاتوق (سید خندان) ,tehran,خیابان شریعتی,02122860815,1,12:00:00,00:00:00,خیابان شریعتی ، نبش پل سیدخندان,False,False,True,False,False,False,False,True,0,0,0,0,0,35.74263727214374,51.44711852073669
688, سورنا ,tehran,بلوار کشاورز,02188955780,2,07:00:00,23:00:00,"بلوار کشاورز ، خیابان وصال شیرازی ، 
نرسیده به ایتالیا ، پلاک ۵۸",False,True,False,True,True,False,False,True,4,4,4,4,0,35.70727147430626,51.39775112271309
689, طهران فارس ,tehran,تهرانپارس,02177371166,2,12:00:00,23:30:00,تهرانپارس ، بین فلکه سوم و چهارم ، نبش218غربی ، پلاک426,True,False,False,True,False,False,False,True,0,0,0,0,0,35.74919416346886,51.53687596321106
690, سایدا (شهران) ,tehran,خیابان شهران شمالی,02144314051,2,11:00:00,00:00:00,خیابان شهران شمالی ، ۵۰۰ متربالاتر از فلکه سوم شهران,True,False,False,True,False,False,False,True,1,2,2,1,0,35.77724859538973,51.29350841045379
691, وافل لته (فلاح) ,tehran,فلاح,021,1,12:00:00,00:00:00,فلاح، میدان گلچین ، نبش کوچه احسانی ، پلاک ۱۹۵,False,False,False,False,False,False,False,True,3,3,3,2,0,35.65442926998281,51.36691510677338
692, تیاناز ,tehran,نارمک,02177091217,2,09:00:00,23:00:00,نارمک،خیابان مدائن شمالی، ابتدای خیابان شهید اخلاقی، پلاک۸۰,False,True,False,True,False,False,False,True,5,5,5,5,0,35.73209765752623,51.49898171424866
693, نوتلا لند ,tehran,خیابان پاسداران,02122845143,2,12:00:00,00:00:00,خیابان پاسداران، مابین نگارستان ۲ و۳,False,False,True,False,False,False,False,True,0,0,0,0,0,35.75574180805255,51.45283699035644
694, ریواژ ,tehran,خیابان ستارخان,02109120325580,2,11:00:00,22:00:00,خیابان ستارخان،قبل از پل یادگار امام،خیابان صحرایی،مرکز خرید پارسیان،طبقه اول نبش راهرو fشمالی,False,True,False,False,False,False,False,True,0,0,0,0,0,35.71934963118397,51.34962290525436
695, ساهی ,tehran,بالاتر از میدان ولیعصر,02188914193,2,10:30:00,23:30:00,بالاتر از میدان ولیعصر، جنب سینما استقلال، داخل پاساژ، طبقه زیرزمین,True,False,False,True,False,False,False,True,0,0,0,0,0,35.7132682988117,51.40693548617082
